Age,Workclass,fnlwgt,Education,education-num,Marital-status,Marital-Status Index,Occupation,relationship,race,sex,captial gain,capital loss,hours per week,Native-country,Salary range,Salary
35, Private,207676, Some-college,10, Never-married,1, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K,41681
24, State-gov,413345, Some-college,10, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K,31489
62, Private,122033, HS-grad,9, Widowed,7, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K,22314
58, Private,169611, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K,15982
51, Private,90363, Some-college,10, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K,101545
21, Private,372636, HS-grad,9, Never-married,1, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K,11418
30, Private,340917, Bachelors,13, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,39524
27, Private,34273, Assoc-voc,11, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,1876,36, Canada, <=50K,37288
25, Private,161027, Bachelors,13, Married-civ-spouse,2, Tech-support, Husband, White, Male,5178,0,40, United-States, >50K,277160
31, Private,99844, HS-grad,9, Never-married,1, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K,38006
31, Private,207685, HS-grad,9, Never-married,1, Other-service, Unmarried, Black, Female,0,0,34, United-States, <=50K,34334
44, Private,74680, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,5178,0,50, United-States, >50K,179831
52, Self-emp-inc,334273, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K,204284
30, Private,36069, Assoc-acdm,12, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, <=50K,42269
29, Private,100563, HS-grad,9, Never-married,1, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K,37586
36, Private,174308, 11th,7, Divorced,3, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K,37929
54, Self-emp-not-inc,109413, Bachelors,13, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K,38103
59, Local-gov,212600, Some-college,10, Separated,5, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K,280323
55, Private,271710, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K,31108
70, ?,230816, Assoc-voc,11, Never-married,1, ?, Not-in-family, White, Male,0,0,30, United-States, <=50K,15413
22, Private,103277, Assoc-acdm,12, Never-married,1, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K,40078
42, Private,318947, HS-grad,9, Divorced,3, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,26827
36, Private,187167, Assoc-acdm,12, Married-civ-spouse,2, Sales, Wife, White, Female,0,0,40, United-States, <=50K,25407
32, Private,204742, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,181730
44, Private,282062, 7th-8th,4, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,18978
22, ?,283510, HS-grad,9, Never-married,1, ?, Unmarried, Black, Male,0,0,45, United-States, <=50K,34338
25, Private,280093, 11th,7, Married-spouse-absent,4, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K,49901
31, Private,202729, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K,28758
33, Private,205950, HS-grad,9, Never-married,1, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K,19933
54, Self-emp-not-inc,392286, Assoc-acdm,12, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,50, United-States, >50K,235346
42, Self-emp-not-inc,119207, HS-grad,9, Never-married,1, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K,38368
49, Private,195554, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K,10996
30, Private,173005, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,44, United-States, <=50K,45325
54, Private,192862, HS-grad,9, Divorced,3, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K,35250
39, Private,164712, Some-college,10, Never-married,1, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K,26186
24, Private,195808, Some-college,10, Never-married,1, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K,32625
21, Private,199444, HS-grad,9, Never-married,1, Adm-clerical, Own-child, White, Female,0,0,44, United-States, <=50K,29654
23, Private,126346, 9th,5, Never-married,1, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K,29367
54, Private,177675, HS-grad,9, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K,45630
23, Private,50341, Masters,14, Never-married,1, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K,49516
39, Private,237943, HS-grad,9, Divorced,3, Machine-op-inspct, Unmarried, White, Male,0,1726,40, United-States, <=50K,43991
23, Private,126945, Some-college,10, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K,41272
67, ?,92061, HS-grad,9, Widowed,7, ?, Other-relative, White, Female,0,0,8, United-States, <=50K,31398
19, ?,109938, 11th,7, Married-civ-spouse,2, ?, Wife, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K,37774
41, Private,267252, Some-college,10, Married-civ-spouse,2, Machine-op-inspct, Husband, Black, Male,0,1902,40, United-States, >50K,272561
32, Private,174704, 11th,7, Never-married,1, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K,25905
57, Private,124771, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,37427
18, Private,200603, HS-grad,9, Never-married,1, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, <=50K,42093
60, State-gov,165827, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,7688,0,60, United-States, >50K,265595
21, Private,301199, Some-college,10, Never-married,1, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K,10343
53, Private,215790, Some-college,10, Widowed,7, Adm-clerical, Other-relative, White, Female,0,0,22, United-States, <=50K,10019
38, Private,87556, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,7688,0,55, United-States, >50K,290158
21, Private,111467, Some-college,10, Never-married,1, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K,40508
53, Private,82646, Doctorate,16, Divorced,3, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, >50K,190724
24, Private,162282, HS-grad,9, Never-married,1, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,19261
36, Federal-gov,239074, Assoc-acdm,12, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,30103
29, Private,214925, Masters,14, Never-married,1, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K,41322
23, Private,194247, Some-college,10, Never-married,1, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,12768
44, Private,211531, Some-college,10, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K,38630
32, Local-gov,223267, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K,13580
25, Private,201635, Bachelors,13, Never-married,1, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K,26450
41, Self-emp-not-inc,188738, HS-grad,9, Divorced,3, Craft-repair, Unmarried, White, Male,0,0,27, United-States, <=50K,18860
18, Private,133055, HS-grad,9, Never-married,1, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K,10411
57, Private,61761, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,1672,45, United-States, <=50K,29123
62, Private,103344, Bachelors,13, Widowed,7, Exec-managerial, Not-in-family, White, Male,10520,0,50, United-States, >50K,269264
29, Private,109814, Bachelors,13, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,16543
19, Private,225294, HS-grad,9, Never-married,1, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K,16141
35, Self-emp-not-inc,97277, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K,258716
52, Private,146711, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K,235191
28, Private,286452, 10th,6, Never-married,1, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K,32270
38, Private,20308, HS-grad,9, Never-married,1, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K,10538
42, Private,224203, Some-college,10, Widowed,7, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K,41818
41, Private,225978, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K,48060
23, Private,237720, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K,11004
31, Private,156743, Masters,14, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,76, United-States, >50K,324291
31, Private,509364, 5th-6th,3, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Mexico, <=50K,41530
46, Private,144351, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,170646
18, Private,375515, 11th,7, Never-married,1, Sales, Own-child, White, Female,0,0,20, United-States, <=50K,11622
57, Self-emp-not-inc,103529, Masters,14, Married-civ-spouse,2, Tech-support, Husband, White, Male,0,0,38, United-States, >50K,378737
25, Private,199472, Assoc-voc,11, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K,14627
32, Private,348152, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,161222
27, Private,221166, 9th,5, Never-married,1, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K,47874
46, Federal-gov,341762, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,7688,0,45, United-States, >50K,115308
17, ?,634226, 10th,6, Never-married,1, ?, Own-child, White, Female,0,0,17, United-States, <=50K,27937
43, State-gov,159449, HS-grad,9, Never-married,1, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K,12060
56, Self-emp-not-inc,110238, Bachelors,13, Married-spouse-absent,4, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K,101241
19, Private,458558, HS-grad,9, Married-civ-spouse,2, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K,21464
20, Federal-gov,340217, HS-grad,9, Never-married,1, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,28906
42, Private,155106, Some-college,10, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K,43347
90, Private,90523, HS-grad,9, Widowed,7, Transport-moving, Unmarried, White, Male,0,0,99, United-States, <=50K,18353
25, Private,122756, 11th,7, Separated,5, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, United-States, <=50K,43903
27, Private,293828, HS-grad,9, Never-married,1, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K,25645
48, Private,299291, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K,41788
48, Federal-gov,483261, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K,30202
27, Private,122038, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K,18659
46, Private,160647, Bachelors,13, Widowed,7, Tech-support, Unmarried, White, Female,0,0,38, United-States, <=50K,10612
32, Private,106541, 5th-6th,3, Married-civ-spouse,2, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K,41586
22, Private,126945, Assoc-voc,11, Married-civ-spouse,2, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K,22253
24, Private,188505, Bachelors,13, Married-AF-spouse,6, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K,122478
31, Private,377850, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K,45745
20, Private,193586, Some-college,10, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,18, United-States, <=50K,34124
28, Self-emp-not-inc,315417, Prof-school,15, Never-married,1, Prof-specialty, Not-in-family, White, Male,2176,0,40, United-States, <=50K,49146
40, Self-emp-inc,57233, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K,307153
39, Private,195253, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K,158301
54, Local-gov,172991, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,43027
59, Local-gov,223215, Some-college,10, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,42, United-States, <=50K,37568
17, Private,95799, 11th,7, Never-married,1, Sales, Own-child, White, Female,0,0,18, United-States, <=50K,12001
25, Self-emp-not-inc,213385, Some-college,10, Never-married,1, Craft-repair, Own-child, White, Male,0,0,80, United-States, <=50K,23859
49, Local-gov,202467, HS-grad,9, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K,350647
55, Self-emp-not-inc,145574, HS-grad,9, Divorced,3, Exec-managerial, Not-in-family, White, Male,34095,0,60, United-States, <=50K,18606
39, Private,147548, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,46889
67, Private,105216, Some-college,10, Widowed,7, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K,18124
28, Private,77760, HS-grad,9, Never-married,1, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K,20565
35, Private,167990, 9th,5, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K,34327
44, Private,167005, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,48, United-States, >50K,316277
51, Private,108435, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,47, United-States, >50K,298592
55, Private,56645, Bachelors,13, Widowed,7, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,44552
45, Local-gov,304973, HS-grad,9, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,78, United-States, >50K,296187
32, Private,42596, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K,36019
45, Private,220641, Some-college,10, Divorced,3, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K,26068
45, Private,101452, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,15024,0,60, England, >50K,181109
35, Private,188888, Bachelors,13, Never-married,1, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K,258930
55, Local-gov,168790, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K,30430
59, Private,98361, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,302748
22, Private,401762, HS-grad,9, Never-married,1, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, <=50K,28239
46, Local-gov,160187, Masters,14, Widowed,7, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States, <=50K,12384
23, Private,203715, HS-grad,9, Never-married,1, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K,43782
47, Private,144351, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K,209115
34, Private,420749, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,30, Germany, <=50K,46240
51, Private,106151, 11th,7, Divorced,3, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K,14940
40, Private,362482, Assoc-voc,11, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,50, United-States, <=50K,11915
24, State-gov,38151, Some-college,10, Never-married,1, Adm-clerical, Own-child, White, Male,0,0,12, United-States, <=50K,22465
